Census Region,Census Region Code,Year,Year Code,ICD Chapter,ICD Chapter Code,Deaths,Population,Crude Rate
Census Region 2: Midwest,CENS-R2,2006,2006,Certain conditions originating in the perinatal period,P00-P96,3117,66028555,4.7
Census Region 2: Midwest,CENS-R2,2006,2006,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2496,66028555,3.8
Census Region 2: Midwest,CENS-R2,2006,2006,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,5959,66028555,9
Census Region 2: Midwest,CENS-R2,2006,2006,External causes of morbidity and mortality,V01-Y89,39336,66028555,59.6
Census Region 2: Midwest,CENS-R2,2007,2007,Certain infectious and parasitic diseases,A00-B99,12885,66293689,19.4
Census Region 2: Midwest,CENS-R2,2007,2007,Neoplasms,C00-D48,136407,66293689,205.8
Census Region 2: Midwest,CENS-R2,2007,2007,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2365,66293689,3.6
Census Region 2: Midwest,CENS-R2,2007,2007,"Endocrine, nutritional and metabolic diseases",E00-E88,23802,66293689,35.9
Census Region 2: Midwest,CENS-R2,2007,2007,Mental and behavioural disorders,F01-F99,22259,66293689,33.6
Census Region 2: Midwest,CENS-R2,2007,2007,Diseases of the nervous system,G00-G98,31513,66293689,47.5
Census Region 2: Midwest,CENS-R2,2007,2007,Diseases of the eye and adnexa,H00-H57,14,66293689,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2007,2007,Diseases of the ear and mastoid process,H60-H93,22,66293689,0
Census Region 2: Midwest,CENS-R2,2007,2007,Diseases of the circulatory system,I00-I99,189414,66293689,285.7
Census Region 2: Midwest,CENS-R2,2007,2007,Diseases of the respiratory system,J00-J98,54162,66293689,81.7
Census Region 2: Midwest,CENS-R2,2007,2007,Diseases of the digestive system,K00-K92,20062,66293689,30.3
Census Region 2: Midwest,CENS-R2,2007,2007,Diseases of the skin and subcutaneous tissue,L00-L98,902,66293689,1.4
Census Region 2: Midwest,CENS-R2,2007,2007,Diseases of the musculoskeletal system and connective tissue,M00-M99,3600,66293689,5.4
Census Region 2: Midwest,CENS-R2,2007,2007,Diseases of the genitourinary system,N00-N98,15540,66293689,23.4
Census Region 2: Midwest,CENS-R2,2007,2007,"Pregnancy, childbirth and the puerperium",O00-O99,155,66293689,0.2
Census Region 2: Midwest,CENS-R2,2007,2007,Certain conditions originating in the perinatal period,P00-P96,3310,66293689,5
Census Region 2: Midwest,CENS-R2,2007,2007,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2400,66293689,3.6
Census Region 2: Midwest,CENS-R2,2007,2007,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6080,66293689,9.2
Census Region 2: Midwest,CENS-R2,2007,2007,External causes of morbidity and mortality,V01-Y89,39773,66293689,60
Census Region 2: Midwest,CENS-R2,2008,2008,Certain infectious and parasitic diseases,A00-B99,13530,66523935,20.3
Census Region 2: Midwest,CENS-R2,2008,2008,Neoplasms,C00-D48,137374,66523935,206.5
Census Region 2: Midwest,CENS-R2,2008,2008,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2355,66523935,3.5
Census Region 2: Midwest,CENS-R2,2008,2008,"Endocrine, nutritional and metabolic diseases",E00-E88,23779,66523935,35.7
Census Region 2: Midwest,CENS-R2,2008,2008,Mental and behavioural disorders,F01-F99,26603,66523935,40
Census Region 2: Midwest,CENS-R2,2008,2008,Diseases of the nervous system,G00-G98,34492,66523935,51.8
Census Region 2: Midwest,CENS-R2,2008,2008,Diseases of the eye and adnexa,H00-H57,15,66523935,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2008,2008,Diseases of the ear and mastoid process,H60-H93,12,66523935,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2008,2008,Diseases of the circulatory system,I00-I99,190941,66523935,287
Census Region 2: Midwest,CENS-R2,2008,2008,Diseases of the respiratory system,J00-J98,60233,66523935,90.5
Census Region 2: Midwest,CENS-R2,2008,2008,Diseases of the digestive system,K00-K92,20713,66523935,31.1
Census Region 2: Midwest,CENS-R2,2008,2008,Diseases of the skin and subcutaneous tissue,L00-L98,897,66523935,1.3
Census Region 2: Midwest,CENS-R2,2008,2008,Diseases of the musculoskeletal system and connective tissue,M00-M99,3582,66523935,5.4
Census Region 2: Midwest,CENS-R2,2008,2008,Diseases of the genitourinary system,N00-N98,15255,66523935,22.9
Census Region 2: Midwest,CENS-R2,2008,2008,"Pregnancy, childbirth and the puerperium",O00-O99,160,66523935,0.2
Census Region 2: Midwest,CENS-R2,2008,2008,Certain conditions originating in the perinatal period,P00-P96,3067,66523935,4.6
Census Region 2: Midwest,CENS-R2,2008,2008,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2408,66523935,3.6
Census Region 2: Midwest,CENS-R2,2008,2008,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6689,66523935,10.1
Census Region 2: Midwest,CENS-R2,2008,2008,External causes of morbidity and mortality,V01-Y89,40153,66523935,60.4
Census Region 2: Midwest,CENS-R2,2009,2009,Certain infectious and parasitic diseases,A00-B99,13707,66748437,20.5
Census Region 2: Midwest,CENS-R2,2009,2009,Neoplasms,C00-D48,136861,66748437,205
Census Region 2: Midwest,CENS-R2,2009,2009,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2325,66748437,3.5
Census Region 2: Midwest,CENS-R2,2009,2009,"Endocrine, nutritional and metabolic diseases",E00-E88,23167,66748437,34.7
Census Region 2: Midwest,CENS-R2,2009,2009,Mental and behavioural disorders,F01-F99,26506,66748437,39.7
Census Region 2: Midwest,CENS-R2,2009,2009,Diseases of the nervous system,G00-G98,33030,66748437,49.5
Census Region 2: Midwest,CENS-R2,2009,2009,Diseases of the eye and adnexa,H00-H57,11,66748437,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2009,2009,Diseases of the ear and mastoid process,H60-H93,12,66748437,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2009,2009,Diseases of the circulatory system,I00-I99,181795,66748437,272.4
Census Region 2: Midwest,CENS-R2,2009,2009,Diseases of the respiratory system,J00-J98,56940,66748437,85.3
Census Region 2: Midwest,CENS-R2,2009,2009,Diseases of the digestive system,K00-K92,20157,66748437,30.2
Census Region 2: Midwest,CENS-R2,2009,2009,Diseases of the skin and subcutaneous tissue,L00-L98,927,66748437,1.4
Census Region 2: Midwest,CENS-R2,2009,2009,Diseases of the musculoskeletal system and connective tissue,M00-M99,3311,66748437,5
Census Region 2: Midwest,CENS-R2,2009,2009,Diseases of the genitourinary system,N00-N98,15374,66748437,23
Census Region 2: Midwest,CENS-R2,2009,2009,"Pregnancy, childbirth and the puerperium",O00-O99,212,66748437,0.3
Census Region 2: Midwest,CENS-R2,2009,2009,Certain conditions originating in the perinatal period,P00-P96,2897,66748437,4.3
Census Region 2: Midwest,CENS-R2,2009,2009,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2318,66748437,3.5
Census Region 2: Midwest,CENS-R2,2009,2009,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,8768,66748437,13.1
Census Region 2: Midwest,CENS-R2,2009,2009,External causes of morbidity and mortality,V01-Y89,38348,66748437,57.5
Census Region 2: Midwest,CENS-R2,2010,2010,Certain infectious and parasitic diseases,A00-B99,13375,66927001,20
Census Region 2: Midwest,CENS-R2,2010,2010,Neoplasms,C00-D48,138205,66927001,206.5
Census Region 2: Midwest,CENS-R2,2010,2010,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2309,66927001,3.5
Census Region 2: Midwest,CENS-R2,2010,2010,"Endocrine, nutritional and metabolic diseases",E00-E88,23160,66927001,34.6
Census Region 2: Midwest,CENS-R2,2010,2010,Mental and behavioural disorders,F01-F99,29840,66927001,44.6
Census Region 2: Midwest,CENS-R2,2010,2010,Diseases of the nervous system,G00-G98,34713,66927001,51.9
Census Region 2: Midwest,CENS-R2,2010,2010,Diseases of the eye and adnexa,H00-H57,15,66927001,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2010,2010,Diseases of the ear and mastoid process,H60-H93,14,66927001,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2010,2010,Diseases of the circulatory system,I00-I99,183104,66927001,273.6
Census Region 2: Midwest,CENS-R2,2010,2010,Diseases of the respiratory system,J00-J98,56839,66927001,84.9
Census Region 2: Midwest,CENS-R2,2010,2010,Diseases of the digestive system,K00-K92,20601,66927001,30.8
Census Region 2: Midwest,CENS-R2,2010,2010,Diseases of the skin and subcutaneous tissue,L00-L98,973,66927001,1.5
Census Region 2: Midwest,CENS-R2,2010,2010,Diseases of the musculoskeletal system and connective tissue,M00-M99,3381,66927001,5.1
Census Region 2: Midwest,CENS-R2,2010,2010,Diseases of the genitourinary system,N00-N98,16004,66927001,23.9
Census Region 2: Midwest,CENS-R2,2010,2010,"Pregnancy, childbirth and the puerperium",O00-O99,183,66927001,0.3
Census Region 2: Midwest,CENS-R2,2010,2010,Certain conditions originating in the perinatal period,P00-P96,2756,66927001,4.1
Census Region 2: Midwest,CENS-R2,2010,2010,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2301,66927001,3.4
Census Region 2: Midwest,CENS-R2,2010,2010,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,7418,66927001,11.1
Census Region 2: Midwest,CENS-R2,2010,2010,External causes of morbidity and mortality,V01-Y89,40238,66927001,60.1
Census Region 2: Midwest,CENS-R2,2011,2011,Certain infectious and parasitic diseases,A00-B99,13812,67153331,20.6
Census Region 2: Midwest,CENS-R2,2011,2011,Neoplasms,C00-D48,138323,67153331,206
Census Region 2: Midwest,CENS-R2,2011,2011,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2419,67153331,3.6
Census Region 2: Midwest,CENS-R2,2011,2011,"Endocrine, nutritional and metabolic diseases",E00-E88,24572,67153331,36.6
Census Region 2: Midwest,CENS-R2,2011,2011,Mental and behavioural disorders,F01-F99,33607,67153331,50
Census Region 2: Midwest,CENS-R2,2011,2011,Diseases of the nervous system,G00-G98,35547,67153331,52.9
Census Region 2: Midwest,CENS-R2,2011,2011,Diseases of the eye and adnexa,H00-H57,10,67153331,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2011,2011,Diseases of the ear and mastoid process,H60-H93,20,67153331,0
Census Region 2: Midwest,CENS-R2,2011,2011,Diseases of the circulatory system,I00-I99,183138,67153331,272.7
Census Region 2: Midwest,CENS-R2,2011,2011,Diseases of the respiratory system,J00-J98,60018,67153331,89.4
Census Region 2: Midwest,CENS-R2,2011,2011,Diseases of the digestive system,K00-K92,20941,67153331,31.2
Census Region 2: Midwest,CENS-R2,2011,2011,Diseases of the skin and subcutaneous tissue,L00-L98,1017,67153331,1.5
Census Region 2: Midwest,CENS-R2,2011,2011,Diseases of the musculoskeletal system and connective tissue,M00-M99,3519,67153331,5.2
Census Region 2: Midwest,CENS-R2,2011,2011,Diseases of the genitourinary system,N00-N98,15141,67153331,22.5
Census Region 2: Midwest,CENS-R2,2011,2011,"Pregnancy, childbirth and the puerperium",O00-O99,231,67153331,0.3
Census Region 2: Midwest,CENS-R2,2011,2011,Certain conditions originating in the perinatal period,P00-P96,2720,67153331,4.1
Census Region 2: Midwest,CENS-R2,2011,2011,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2305,67153331,3.4
Census Region 2: Midwest,CENS-R2,2011,2011,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,7949,67153331,11.8
Census Region 2: Midwest,CENS-R2,2011,2011,External causes of morbidity and mortality,V01-Y89,41887,67153331,62.4
Census Region 2: Midwest,CENS-R2,2012,2012,Certain infectious and parasitic diseases,A00-B99,13692,67332320,20.3
Census Region 2: Midwest,CENS-R2,2012,2012,Neoplasms,C00-D48,139365,67332320,207
Census Region 2: Midwest,CENS-R2,2012,2012,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2386,67332320,3.5
Census Region 2: Midwest,CENS-R2,2012,2012,"Endocrine, nutritional and metabolic diseases",E00-E88,24361,67332320,36.2
Census Region 2: Midwest,CENS-R2,2012,2012,Mental and behavioural disorders,F01-F99,35474,67332320,52.7
Census Region 2: Midwest,CENS-R2,2012,2012,Diseases of the nervous system,G00-G98,35704,67332320,53
Census Region 2: Midwest,CENS-R2,2012,2012,Diseases of the eye and adnexa,H00-H57,15,67332320,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2012,2012,Diseases of the ear and mastoid process,H60-H93,17,67332320,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2012,2012,Diseases of the circulatory system,I00-I99,183833,67332320,273
Census Region 2: Midwest,CENS-R2,2012,2012,Diseases of the respiratory system,J00-J98,59516,67332320,88.4
Census Region 2: Midwest,CENS-R2,2012,2012,Diseases of the digestive system,K00-K92,20754,67332320,30.8
Census Region 2: Midwest,CENS-R2,2012,2012,Diseases of the skin and subcutaneous tissue,L00-L98,1029,67332320,1.5
Census Region 2: Midwest,CENS-R2,2012,2012,Diseases of the musculoskeletal system and connective tissue,M00-M99,3410,67332320,5.1
Census Region 2: Midwest,CENS-R2,2012,2012,Diseases of the genitourinary system,N00-N98,15232,67332320,22.6
Census Region 2: Midwest,CENS-R2,2012,2012,"Pregnancy, childbirth and the puerperium",O00-O99,226,67332320,0.3
Census Region 2: Midwest,CENS-R2,2012,2012,Certain conditions originating in the perinatal period,P00-P96,2749,67332320,4.1
Census Region 2: Midwest,CENS-R2,2012,2012,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2177,67332320,3.2
Census Region 2: Midwest,CENS-R2,2012,2012,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,8518,67332320,12.7
Census Region 2: Midwest,CENS-R2,2012,2012,External causes of morbidity and mortality,V01-Y89,42764,67332320,63.5
Census Region 2: Midwest,CENS-R2,2013,2013,Certain infectious and parasitic diseases,A00-B99,14165,67543948,21
Census Region 2: Midwest,CENS-R2,2013,2013,Neoplasms,C00-D48,139146,67543948,206
Census Region 2: Midwest,CENS-R2,2013,2013,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2386,67543948,3.5
Census Region 2: Midwest,CENS-R2,2013,2013,"Endocrine, nutritional and metabolic diseases",E00-E88,25185,67543948,37.3
Census Region 2: Midwest,CENS-R2,2013,2013,Mental and behavioural disorders,F01-F99,37445,67543948,55.4
Census Region 2: Midwest,CENS-R2,2013,2013,Diseases of the nervous system,G00-G98,36751,67543948,54.4
Census Region 2: Midwest,CENS-R2,2013,2013,Diseases of the eye and adnexa,H00-H57,11,67543948,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2013,2013,Diseases of the ear and mastoid process,H60-H93,17,67543948,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2013,2013,Diseases of the circulatory system,I00-I99,185910,67543948,275.2
Census Region 2: Midwest,CENS-R2,2013,2013,Diseases of the respiratory system,J00-J98,62647,67543948,92.7
Census Region 2: Midwest,CENS-R2,2013,2013,Diseases of the digestive system,K00-K92,21702,67543948,32.1
Census Region 2: Midwest,CENS-R2,2013,2013,Diseases of the skin and subcutaneous tissue,L00-L98,985,67543948,1.5
Census Region 2: Midwest,CENS-R2,2013,2013,Diseases of the musculoskeletal system and connective tissue,M00-M99,3338,67543948,4.9
Census Region 2: Midwest,CENS-R2,2013,2013,Diseases of the genitourinary system,N00-N98,15537,67543948,23
Census Region 2: Midwest,CENS-R2,2013,2013,"Pregnancy, childbirth and the puerperium",O00-O99,219,67543948,0.3
Census Region 2: Midwest,CENS-R2,2013,2013,Certain conditions originating in the perinatal period,P00-P96,2700,67543948,4
Census Region 2: Midwest,CENS-R2,2013,2013,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2332,67543948,3.5
Census Region 2: Midwest,CENS-R2,2013,2013,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,7378,67543948,10.9
Census Region 2: Midwest,CENS-R2,2013,2013,External causes of morbidity and mortality,V01-Y89,43834,67543948,64.9
Census Region 2: Midwest,CENS-R2,2014,2014,Certain infectious and parasitic diseases,A00-B99,13934,67726368,20.6
Census Region 2: Midwest,CENS-R2,2014,2014,Neoplasms,C00-D48,141171,67726368,208.4
Census Region 2: Midwest,CENS-R2,2014,2014,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2563,67726368,3.8
Census Region 2: Midwest,CENS-R2,2014,2014,"Endocrine, nutritional and metabolic diseases",E00-E88,26214,67726368,38.7
Census Region 2: Midwest,CENS-R2,2014,2014,Mental and behavioural disorders,F01-F99,37542,67726368,55.4
Census Region 2: Midwest,CENS-R2,2014,2014,Diseases of the nervous system,G00-G98,39014,67726368,57.6
Census Region 2: Midwest,CENS-R2,2014,2014,Diseases of the ear and mastoid process,H60-H93,19,67726368,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2014,2014,Diseases of the circulatory system,I00-I99,187463,67726368,276.8
Census Region 2: Midwest,CENS-R2,2014,2014,Diseases of the respiratory system,J00-J98,62021,67726368,91.6
Census Region 2: Midwest,CENS-R2,2014,2014,Diseases of the digestive system,K00-K92,22039,67726368,32.5
Census Region 2: Midwest,CENS-R2,2014,2014,Diseases of the skin and subcutaneous tissue,L00-L98,1028,67726368,1.5
Census Region 2: Midwest,CENS-R2,2014,2014,Diseases of the musculoskeletal system and connective tissue,M00-M99,3317,67726368,4.9
Census Region 2: Midwest,CENS-R2,2014,2014,Diseases of the genitourinary system,N00-N98,16310,67726368,24.1
Census Region 2: Midwest,CENS-R2,2014,2014,"Pregnancy, childbirth and the puerperium",O00-O99,211,67726368,0.3
Census Region 2: Midwest,CENS-R2,2014,2014,Certain conditions originating in the perinatal period,P00-P96,2672,67726368,3.9
Census Region 2: Midwest,CENS-R2,2014,2014,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2277,67726368,3.4
Census Region 2: Midwest,CENS-R2,2014,2014,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6277,67726368,9.3
Census Region 2: Midwest,CENS-R2,2014,2014,External causes of morbidity and mortality,V01-Y89,45284,67726368,66.9
Census Region 2: Midwest,CENS-R2,2015,2015,Certain infectious and parasitic diseases,A00-B99,14536,67838387,21.4
Census Region 2: Midwest,CENS-R2,2015,2015,Neoplasms,C00-D48,141168,67838387,208.1
Census Region 2: Midwest,CENS-R2,2015,2015,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2515,67838387,3.7
Census Region 2: Midwest,CENS-R2,2015,2015,"Endocrine, nutritional and metabolic diseases",E00-E88,27387,67838387,40.4
Census Region 2: Midwest,CENS-R2,2015,2015,Mental and behavioural disorders,F01-F99,35571,67838387,52.4
Census Region 2: Midwest,CENS-R2,2015,2015,Diseases of the nervous system,G00-G98,42487,67838387,62.6
Census Region 2: Midwest,CENS-R2,2015,2015,Diseases of the eye and adnexa,H00-H57,19,67838387,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2015,2015,Diseases of the ear and mastoid process,H60-H93,13,67838387,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2015,2015,Diseases of the circulatory system,I00-I99,191689,67838387,282.6
Census Region 2: Midwest,CENS-R2,2015,2015,Diseases of the respiratory system,J00-J98,64539,67838387,95.1
Census Region 2: Midwest,CENS-R2,2015,2015,Diseases of the digestive system,K00-K92,22747,67838387,33.5
Census Region 2: Midwest,CENS-R2,2015,2015,Diseases of the skin and subcutaneous tissue,L00-L98,1100,67838387,1.6
Census Region 2: Midwest,CENS-R2,2015,2015,Diseases of the musculoskeletal system and connective tissue,M00-M99,3328,67838387,4.9
Census Region 2: Midwest,CENS-R2,2015,2015,Diseases of the genitourinary system,N00-N98,16860,67838387,24.9
Census Region 2: Midwest,CENS-R2,2015,2015,"Pregnancy, childbirth and the puerperium",O00-O99,231,67838387,0.3
Census Region 2: Midwest,CENS-R2,2015,2015,Certain conditions originating in the perinatal period,P00-P96,2619,67838387,3.9
Census Region 2: Midwest,CENS-R2,2015,2015,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2405,67838387,3.5
Census Region 2: Midwest,CENS-R2,2015,2015,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6268,67838387,9.2
Census Region 2: Midwest,CENS-R2,2015,2015,External causes of morbidity and mortality,V01-Y89,48324,67838387,71.2
Census Region 2: Midwest,CENS-R2,2016,2016,Certain infectious and parasitic diseases,A00-B99,13943,67941429,20.5
Census Region 2: Midwest,CENS-R2,2016,2016,Neoplasms,C00-D48,140388,67941429,206.6
Census Region 2: Midwest,CENS-R2,2016,2016,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2487,67941429,3.7
Census Region 2: Midwest,CENS-R2,2016,2016,"Endocrine, nutritional and metabolic diseases",E00-E88,27439,67941429,40.4
Census Region 2: Midwest,CENS-R2,2016,2016,Mental and behavioural disorders,F01-F99,34046,67941429,50.1
Census Region 2: Midwest,CENS-R2,2016,2016,Diseases of the nervous system,G00-G98,45884,67941429,67.5
Census Region 2: Midwest,CENS-R2,2016,2016,Diseases of the eye and adnexa,H00-H57,10,67941429,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2016,2016,Diseases of the ear and mastoid process,H60-H93,18,67941429,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2016,2016,Diseases of the circulatory system,I00-I99,190666,67941429,280.6
Census Region 2: Midwest,CENS-R2,2016,2016,Diseases of the respiratory system,J00-J98,62514,67941429,92
Census Region 2: Midwest,CENS-R2,2016,2016,Diseases of the digestive system,K00-K92,23243,67941429,34.2
Census Region 2: Midwest,CENS-R2,2016,2016,Diseases of the skin and subcutaneous tissue,L00-L98,1185,67941429,1.7
Census Region 2: Midwest,CENS-R2,2016,2016,Diseases of the musculoskeletal system and connective tissue,M00-M99,3416,67941429,5
Census Region 2: Midwest,CENS-R2,2016,2016,Diseases of the genitourinary system,N00-N98,16935,67941429,24.9
Census Region 2: Midwest,CENS-R2,2016,2016,"Pregnancy, childbirth and the puerperium",O00-O99,248,67941429,0.4
Census Region 2: Midwest,CENS-R2,2016,2016,Certain conditions originating in the perinatal period,P00-P96,2683,67941429,3.9
Census Region 2: Midwest,CENS-R2,2016,2016,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2483,67941429,3.7
Census Region 2: Midwest,CENS-R2,2016,2016,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6652,67941429,9.8
Census Region 2: Midwest,CENS-R2,2016,2016,External causes of morbidity and mortality,V01-Y89,52909,67941429,77.9
Census Region 3: South,CENS-R3,1999,1999,Certain infectious and parasitic diseases,A00-B99,24545,99164460,24.8
Census Region 3: South,CENS-R3,1999,1999,Neoplasms,C00-D48,203523,99164460,205.2
Census Region 3: South,CENS-R3,1999,1999,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,3502,99164460,3.5
Census Region 3: South,CENS-R3,1999,1999,"Endocrine, nutritional and metabolic diseases",E00-E88,35131,99164460,35.4
Census Region 3: South,CENS-R3,1999,1999,Mental and behavioural disorders,F01-F99,14771,99164460,14.9
Census Region 3: South,CENS-R3,1999,1999,Diseases of the nervous system,G00-G98,29491,99164460,29.7
Census Region 3: South,CENS-R3,1999,1999,Diseases of the eye and adnexa,H00-H57,17,99164460,0.0 (Unreliable)
Census Region 3: South,CENS-R3,1999,1999,Diseases of the ear and mastoid process,H60-H93,21,99164460,0
Census Region 3: South,CENS-R3,1999,1999,Diseases of the circulatory system,I00-I99,346428,99164460,349.3
Census Region 3: South,CENS-R3,1999,1999,Diseases of the respiratory system,J00-J98,83503,99164460,84.2
Census Region 3: South,CENS-R3,1999,1999,Diseases of the digestive system,K00-K92,30388,99164460,30.6
Census Region 3: South,CENS-R3,1999,1999,Diseases of the skin and subcutaneous tissue,L00-L98,1593,99164460,1.6
Census Region 3: South,CENS-R3,1999,1999,Diseases of the musculoskeletal system and connective tissue,M00-M99,4670,99164460,4.7
Census Region 3: South,CENS-R3,1999,1999,Diseases of the genitourinary system,N00-N98,19822,99164460,20
Census Region 3: South,CENS-R3,1999,1999,"Pregnancy, childbirth and the puerperium",O00-O99,194,99164460,0.2
Census Region 3: South,CENS-R3,1999,1999,Certain conditions originating in the perinatal period,P00-P96,5741,99164460,5.8
Census Region 3: South,CENS-R3,1999,1999,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3821,99164460,3.9
Census Region 3: South,CENS-R3,1999,1999,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12060,99164460,12.2
Census Region 3: South,CENS-R3,1999,1999,External causes of morbidity and mortality,V01-Y89,60682,99164460,61.2
Census Region 3: South,CENS-R3,2000,2000,Certain infectious and parasitic diseases,A00-B99,24569,100236820,24.5
Census Region 3: South,CENS-R3,2000,2000,Neoplasms,C00-D48,206632,100236820,206.1
Census Region 3: South,CENS-R3,2000,2000,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,3759,100236820,3.8
Census Region 3: South,CENS-R3,2000,2000,"Endocrine, nutritional and metabolic diseases",E00-E88,36530,100236820,36.4
Census Region 3: South,CENS-R3,2000,2000,Mental and behavioural disorders,F01-F99,16728,100236820,16.7
Census Region 3: South,CENS-R3,2000,2000,Diseases of the nervous system,G00-G98,32507,100236820,32.4
Census Region 3: South,CENS-R3,2000,2000,Diseases of the eye and adnexa,H00-H57,23,100236820,0
Census Region 3: South,CENS-R3,2000,2000,Diseases of the ear and mastoid process,H60-H93,28,100236820,0
Census Region 3: South,CENS-R3,2000,2000,Diseases of the circulatory system,I00-I99,346033,100236820,345.2
Census Region 3: South,CENS-R3,2000,2000,Diseases of the respiratory system,J00-J98,83808,100236820,83.6
Census Region 3: South,CENS-R3,2000,2000,Diseases of the digestive system,K00-K92,30768,100236820,30.7
Census Region 3: South,CENS-R3,2000,2000,Diseases of the skin and subcutaneous tissue,L00-L98,1591,100236820,1.6
Census Region 3: South,CENS-R3,2000,2000,Diseases of the musculoskeletal system and connective tissue,M00-M99,5051,100236820,5
Census Region 3: South,CENS-R3,2000,2000,Diseases of the genitourinary system,N00-N98,20699,100236820,20.7
Census Region 3: South,CENS-R3,2000,2000,"Pregnancy, childbirth and the puerperium",O00-O99,172,100236820,0.2
Census Region 3: South,CENS-R3,2000,2000,Certain conditions originating in the perinatal period,P00-P96,5639,100236820,5.6
Census Region 3: South,CENS-R3,2000,2000,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3959,100236820,3.9
Census Region 3: South,CENS-R3,2000,2000,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13297,100236820,13.3
Census Region 3: South,CENS-R3,2000,2000,External causes of morbidity and mortality,V01-Y89,62219,100236820,62.1
Census Region 3: South,CENS-R3,2001,2001,Certain infectious and parasitic diseases,A00-B99,25252,101849575,24.8
Census Region 3: South,CENS-R3,2001,2001,Neoplasms,C00-D48,207387,101849575,203.6
Census Region 3: South,CENS-R3,2001,2001,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,3802,101849575,3.7
Census Region 3: South,CENS-R3,2001,2001,"Endocrine, nutritional and metabolic diseases",E00-E88,37468,101849575,36.8
Census Region 3: South,CENS-R3,2001,2001,Mental and behavioural disorders,F01-F99,18290,101849575,18
Census Region 3: South,CENS-R3,2001,2001,Diseases of the nervous system,G00-G98,34948,101849575,34.3
